"Target","Evidence"
"SLC30A1","predicted (intersection) + predicted (union)"
"SLC30A10","predicted (intersection) + predicted (union)"
"SLC30A4","predicted (union)"
"SLC30A6","predicted (intersection) + predicted (union)"
"SLC30A7","predicted (union)"
"SLC30A8","predicted (union)"
"SLC30A9","predicted (intersection) + predicted (union)"
"SLC32A1","predicted (union)"
"SLC35A2","predicted (union)"
"SLC35A4","predicted (union)"
"SLC35B3","predicted (intersection) + predicted (union)"
"SLC35C2","predicted (union)"
"SLC35D1","predicted (union)"
"SLC35E1","predicted (union)"
"SLC35E3","predicted (union)"
"SLC35F1","predicted (union)"
"SLC35F3","predicted (intersection) + predicted (union)"
"SLC35F5","predicted (union)"
"SLC35F6","predicted (union)"
"SLC36A1","predicted (union)"
"SLC36A4","predicted (intersection) + predicted (union)"
"SLC37A1","predicted (union)"
"SLC37A3","predicted (union)"
"SLC38A1","predicted (intersection) + predicted (union)"
"SLC38A11","predicted (union)"
"SLC38A4","predicted (intersection) + predicted (union)"
"SLC38A9","predicted (union)"
"SLC39A13","predicted (union)"
"SLC39A14","predicted (intersection) + predicted (union)"
"SLC39A4","predicted (union)"
"SLC39A8","predicted (union)"
"SLC3A1","predicted (union)"
"SLC41A2","predicted (intersection) + predicted (union)"
"SLC44A1","predicted (intersection) + predicted (union)"
"SLC44A3","predicted (union)"
"SLC44A5","predicted (union)"
"SLC45A4","predicted (union)"
"SLC4A5","predicted (union)"
"SLC4A8","predicted (intersection) + predicted (union)"
"SLC5A12","predicted (union)"
"SLC5A3","predicted (intersection) + predicted (union)"
"SLC5A7","predicted (union)"
"SLC5A8","experimental (all) + predicted (union)"
"SLC6A1","predicted (intersection) + predicted (union)"
"SLC6A11","predicted (union)"
"SLC6A17","predicted (union)"
"SLC6A2","predicted (union)"
"SLC6A20","predicted (union)"
"SLC6A5","predicted (intersection) + predicted (union)"
"SLC7A1","predicted (union)"
"SLC7A11","predicted (intersection) + predicted (union)"
"SLC7A14","predicted (intersection) + predicted (union)"
"SLC7A2","predicted (intersection) + predicted (union)"
"SLC7A6","predicted (union)"
"SLC7A6OS","predicted (intersection) + predicted (union)"
"SLC8A1","predicted (intersection) + predicted (union)"
"SLC8A3","predicted (intersection) + predicted (union)"
"SLC9A5","predicted (union)"
"SLC9A7","predicted (intersection) + predicted (union)"
"SLC9A9","predicted (union)"
"SLC9B2","predicted (union)"
"SLCO1A2","predicted (intersection) + predicted (union)"
"SLCO1B1","predicted (intersection) + predicted (union)"
"SLCO3A1","predicted (intersection) + predicted (union)"
"SLCO5A1","predicted (intersection) + predicted (union)"
"SLF1","predicted (union)"
"SLF2","predicted (union)"
"SLFN11","predicted (union)"
"SLFN12L","predicted (intersection) + predicted (union)"
"SLFN13","predicted (union)"
"SLFN5","predicted (intersection) + predicted (union)"
"SLIT2","predicted (intersection) + predicted (union)"
"SLIT3","predicted (intersection) + predicted (union)"
"SLITRK3","predicted (union)"
"SLITRK5","predicted (intersection) + predicted (union)"
"SLK","predicted (union)"
"SLMAP","predicted (union)"
"SLTM","predicted (union)"
"SLU7","predicted (union)"
"SLX4IP","predicted (union)"
"SMAD2","predicted (intersection) + predicted (union)"
"SMAD3","predicted (union)"
"SMAD5","predicted (intersection) + predicted (union)"
"SMAP2","predicted (union)"
"SMARCA2","predicted (union)"
"SMARCA5","predicted (union)"
"SMARCAD1","predicted (union)"
"SMARCC2","predicted (union)"
"SMC1A","predicted (intersection) + predicted (union)"
"SMC1B","predicted (union)"
"SMC2","predicted (union)"
"SMC3","predicted (union)"
"SMC4","predicted (intersection) + predicted (union)"
"SMC5","predicted (intersection) + predicted (union)"
"SMC6","predicted (union)"
"SMCHD1","predicted (intersection) + predicted (union)"
"SMCO3","predicted (union)"
"SMG1","predicted (union)"
"SMG9","predicted (union)"
"SMIM10","predicted (union)"
"SMIM12","predicted (intersection) + predicted (union)"
"SMIM13","predicted (intersection) + predicted (union)"
"SMIM14","predicted (union)"
"SMIM15","predicted (union)"
"SMIM17","predicted (union)"
"SMIM2","predicted (union)"
"SMIM21","predicted (intersection) + predicted (union)"
"SMIM30","predicted (intersection) + predicted (union)"
"SMIM6","predicted (intersection) + predicted (union)"
"SMIM8","predicted (intersection) + predicted (union)"
"SMLR1","predicted (union)"
"SMNDC1","predicted (union)"
"SMS","predicted (intersection) + predicted (union)"
"SMTNL2","predicted (intersection) + predicted (union)"
"SMUG1","predicted (intersection) + predicted (union)"
"SMURF2","predicted (union)"
"SMYD1","predicted (union)"
"SMYD2","predicted (union)"
"SNAP25","predicted (intersection) + predicted (union)"
"SNAP91","predicted (union)"
"SNAPC2","predicted (union)"
"SNAPC3","predicted (union)"
"SNAPC5","predicted (intersection) + predicted (union)"
"SNED1","predicted (union)"
"SNF8","predicted (union)"
"SNPH","predicted (union)"
"SNRK","predicted (union)"
"SNRNP27","predicted (union)"
"SNRNP48","predicted (union)"
"SNRPD3","predicted (union)"
"SNRPE","predicted (union)"
"SNTB2","predicted (intersection) + predicted (union)"
"SNX1","predicted (union)"
"SNX11","predicted (union)"
"SNX13","predicted (intersection) + predicted (union)"
"SNX14","predicted (union)"
"SNX16","predicted (union)"
"SNX18","predicted (intersection) + predicted (union)"
"SNX19","predicted (union)"
"SNX2","predicted (union)"
"SNX20","predicted (intersection) + predicted (union)"
"SNX24","predicted (intersection) + predicted (union)"
"SNX29","predicted (union)"
"SNX3","predicted (intersection) + predicted (union)"
"SNX30","predicted (intersection) + predicted (union)"
"SNX33","predicted (union)"
"SNX4","predicted (intersection) + predicted (union)"
"SNX5","predicted (union)"
"SOAT1","predicted (intersection) + predicted (union)"
"SOCS3","predicted (union)"
"SOCS4","predicted (intersection) + predicted (union)"
"SOCS5","predicted (intersection) + predicted (union)"
"SOCS6","predicted (union)"
"SOD2","experimental (all) + predicted (intersection) + predicted (union)"
"SOGA1","predicted (intersection) + predicted (union)"
"SOHLH2","predicted (union)"
"SORBS1","predicted (union)"
"SORBS2","predicted (intersection) + predicted (union)"
"SORCS1","predicted (intersection) + predicted (union)"
"SORD","predicted (intersection) + predicted (union)"
"SORL1","predicted (intersection) + predicted (union)"
"SORT1","predicted (union)"
"SOST","predicted (union)"
"SOSTDC1","predicted (union)"
"SOWAHA","predicted (union)"
"SOWAHB","predicted (intersection) + predicted (union)"
"SOWAHC","predicted (intersection) + predicted (union)"
"SOWAHD","predicted (union)"
"SOX1","predicted (union)"
"SOX11","predicted (union)"
"SOX12","predicted (union)"
"SOX13","predicted (union)"
"SOX17","experimental (all) + predicted (union)"
"SOX21","predicted (union)"
"SOX30","predicted (union)"
"SOX4","predicted (union)"
"SOX5","predicted (intersection) + predicted (union)"
"SOX7","predicted (union)"
"SP100","predicted (intersection) + predicted (union)"
"SP110","predicted (union)"
"SP140L","predicted (union)"
"SP2","predicted (intersection) + predicted (union)"
"SP3","predicted (intersection) + predicted (union)"
"SP6","predicted (intersection) + predicted (union)"
"SP8","predicted (union)"
"SPAG1","predicted (union)"
"SPAG16","predicted (intersection) + predicted (union)"
"SPAG6","predicted (union)"
"SPAG9","predicted (intersection) + predicted (union)"
"SPAM1","predicted (union)"
"SPARC","predicted (union)"
"SPATA16","predicted (union)"
"SPATA17","predicted (union)"
"SPATA18","predicted (union)"
"SPATA33","predicted (intersection) + predicted (union)"
"SPATA46","predicted (union)"
"SPATA5","predicted (union)"
"SPATA6","predicted (intersection) + predicted (union)"
"SPCS1","predicted (union)"
"SPCS3","predicted (union)"
"SPDL1","predicted (union)"
"SPEF2","predicted (intersection) + predicted (union)"
"SPG11","predicted (union)"
"SPHAR","predicted (union)"
"SPHKAP","predicted (union)"
"SPIB","predicted (union)"
"SPIC","predicted (union)"
"SPIN1","predicted (union)"
"SPIN3","predicted (union)"
"SPIN4","predicted (intersection) + predicted (union)"
"SPOCK1","predicted (intersection) + predicted (union)"
"SPOCK3","predicted (union)"
"SPOPL","predicted (intersection) + predicted (union)"
"SPPL2A","predicted (union)"
"SPPL3","predicted (intersection) + predicted (union)"
"SPRED1","predicted (intersection) + predicted (union)"
"SPRR1B","predicted (union)"
"SPRTN","predicted (intersection) + predicted (union)"
"SPRY1","predicted (intersection) + predicted (union)"
"SPRY3","predicted (intersection) + predicted (union)"
"SPRYD7","predicted (union)"
"SPTB","predicted (union)"
"SPTBN1","predicted (union)"
"SPTBN2","predicted (union)"
"SPTLC2","predicted (union)"
"SPTLC3","predicted (union)"
"SPTSSA","predicted (union)"
"SPX","predicted (union)"
"SQSTM1","predicted (union)"
"SRCAP","predicted (union)"
"SRD5A1","predicted (union)"
"SRD5A3","predicted (intersection) + predicted (union)"
"SREK1","predicted (union)"
"SREK1IP1","predicted (intersection) + predicted (union)"
"SRFBP1","predicted (intersection) + predicted (union)"
"SRGAP1","predicted (intersection) + predicted (union)"
"SRI","predicted (intersection) + predicted (union)"
"SRP14","predicted (union)"
"SRP19","predicted (union)"
"SRPK1","predicted (union)"
"SRPK2","predicted (union)"
"SRPX2","predicted (intersection) + predicted (union)"
"SRR","predicted (union)"
"SRRD","predicted (intersection) + predicted (union)"
"SRRM4","predicted (union)"
"SRSF1","predicted (intersection) + predicted (union)"
"SRSF10","predicted (intersection) + predicted (union)"
"SRSF11","predicted (union)"
"SRSF3","predicted (union)"
"SRSF6","predicted (intersection) + predicted (union)"
"SRSF7","predicted (intersection) + predicted (union)"
"SRXN1","experimental (all) + predicted (intersection) + predicted (union)"
"SS18","predicted (union)"
"SS18L1","predicted (union)"
"SS18L2","predicted (union)"
"SSBP2","predicted (intersection) + predicted (union)"
"SSC5D","predicted (intersection) + predicted (union)"
"SSH2","predicted (union)"
"SSPN","predicted (intersection) + predicted (union)"
"SSR1","predicted (union)"
"SSR3","predicted (union)"
"SSTR1","predicted (union)"
"SSTR2","predicted (intersection) + predicted (union)"
"SSX2IP","predicted (union)"
"ST13","predicted (union)"
"ST3GAL2","predicted (union)"
"ST3GAL6","predicted (intersection) + predicted (union)"
"ST5","predicted (union)"
"ST6GAL1","predicted (intersection) + predicted (union)"
"ST6GALNAC3","predicted (intersection) + predicted (union)"
"ST6GALNAC5","predicted (intersection) + predicted (union)"
"ST8SIA1","predicted (intersection) + predicted (union)"
"ST8SIA2","predicted (union)"
"ST8SIA3","predicted (intersection) + predicted (union)"
"ST8SIA4","predicted (intersection) + predicted (union)"
"STAG1","predicted (union)"
"STAG2","predicted (union)"
"STAM","predicted (intersection) + predicted (union)"
"STAM2","predicted (union)"
"STAMBP","predicted (union)"
"STAMBPL1","predicted (intersection) + predicted (union)"
"STAR","experimental (all) + predicted (intersection) + predicted (union)"
"STARD13","predicted (intersection) + predicted (union)"
"STARD4","predicted (intersection) + predicted (union)"
"STARD5","predicted (intersection) + predicted (union)"
"STAT3","predicted (union)"
"STAU2","predicted (intersection) + predicted (union)"
"STC1","predicted (intersection) + predicted (union)"
"STEAP2","predicted (intersection) + predicted (union)"
"STEAP3","predicted (union)"
"STIM2","predicted (intersection) + predicted (union)"
"STIMATE","predicted (union)"
"STK10","predicted (union)"
"STK11IP","predicted (union)"
"STK17A","predicted (intersection) + predicted (union)"
"STK17B","predicted (intersection) + predicted (union)"
"STK3","predicted (union)"
"STK32A","predicted (intersection) + predicted (union)"
"STK32B","predicted (intersection) + predicted (union)"
"STK35","predicted (union)"
"STK38","predicted (union)"
"STK38L","predicted (intersection) + predicted (union)"
"STK39","predicted (union)"
"STK4","predicted (intersection) + predicted (union)"
"STMN1","predicted (intersection) + predicted (union)"
"STMN4","predicted (union)"
"STMP1","predicted (union)"
"STN1","predicted (union)"
"STOML1","predicted (union)"
"STOX2","predicted (intersection) + predicted (union)"
"STRAP","predicted (union)"
"STRIP1","predicted (intersection) + predicted (union)"
"STRIP2","predicted (union)"
"STRN","predicted (union)"
"STRN3","predicted (union)"
"STRN4","predicted (intersection) + predicted (union)"
"STS","predicted (union)"
"STT3A","predicted (union)"
"STX17","predicted (union)"
"STX2","predicted (intersection) + predicted (union)"
"STX6","predicted (intersection) + predicted (union)"
"STX7","predicted (intersection) + predicted (union)"
"STXBP1","predicted (union)"
"STXBP5","predicted (union)"
"STXBP5L","predicted (intersection) + predicted (union)"
"STXBP6","predicted (union)"
"STYX","predicted (union)"
"SUB1","experimental (all) + predicted (intersection) + predicted (union)"
"SUCLA2","predicted (union)"
"SUCLG1","predicted (union)"
"SUCLG2","predicted (union)"
"SUCNR1","predicted (union)"
"SUGP2","predicted (union)"
"SUGT1","predicted (intersection) + predicted (union)"
"SULF1","predicted (union)"
"SULT1B1","predicted (union)"
"SULT1C2","predicted (intersection) + predicted (union)"
"SUMF1","predicted (union)"
"SUMO1","predicted (union)"
"SUOX","predicted (union)"
"SUPT3H","predicted (intersection) + predicted (union)"
"SUPT7L","predicted (union)"
"SURF2","predicted (union)"
"SURF4","predicted (intersection) + predicted (union)"
"SURF6","predicted (union)"
"SUSD1","predicted (intersection) + predicted (union)"
"SUSD4","predicted (union)"
"SUV39H2","predicted (intersection) + predicted (union)"
"SUZ12","predicted (intersection) + predicted (union)"
"SV2B","predicted (union)"
"SV2C","predicted (intersection) + predicted (union)"
"SVIP","predicted (union)"
"SWAP70","predicted (intersection) + predicted (union)"
"SWSAP1","predicted (union)"
"SWT1","predicted (intersection) + predicted (union)"
"SYAP1","predicted (union)"
"SYBU","predicted (union)"
"SYF2","predicted (union)"
"SYNCRIP","predicted (intersection) + predicted (union)"
"SYNE1","predicted (union)"
"SYNE3","predicted (union)"
"SYNGR1","predicted (union)"
"SYNJ2","predicted (intersection) + predicted (union)"
"SYNJ2BP","predicted (union)"
"SYNPO2","predicted (intersection) + predicted (union)"
"SYPL1","predicted (union)"
"SYPL2","predicted (union)"
"SYS1","predicted (union)"
"SYT1","predicted (union)"
"SYT10","predicted (union)"
"SYT13","predicted (intersection) + predicted (union)"
"SYT4","predicted (union)"
"SYT5","predicted (union)"
"SYTL2","predicted (union)"
"SYTL4","predicted (union)"
"SZRD1","predicted (union)"
"SZT2","predicted (intersection) + predicted (union)"
"TAAR2","predicted (union)"
"TAB3","predicted (intersection) + predicted (union)"
"TADA1","predicted (intersection) + predicted (union)"
"TADA2B","predicted (union)"
"TADA3","predicted (union)"
"TAF1","predicted (intersection) + predicted (union)"
"TAF11","predicted (union)"
"TAF13","predicted (intersection) + predicted (union)"
"TAF1A","predicted (intersection) + predicted (union)"
"TAF1B","predicted (intersection) + predicted (union)"
"TAF1D","predicted (intersection) + predicted (union)"
"TAF3","predicted (intersection) + predicted (union)"
"TAF5L","predicted (union)"
"TAF8","predicted (union)"
"TAF9B","predicted (intersection) + predicted (union)"
"TAFA5","predicted (union)"
"TAGAP","predicted (union)"
"TAL1","predicted (intersection) + predicted (union)"
"TAL2","predicted (intersection) + predicted (union)"
"TAOK1","predicted (union)"
"TAP2","predicted (union)"
"TAPBP","predicted (union)"
"TARDBP","predicted (union)"
"TARS","predicted (union)"
"TAS2R14","predicted (union)"
"TAS2R4","predicted (union)"
"TAS2R5","predicted (intersection) + predicted (union)"
"TAS2R7","predicted (union)"
"TASOR","predicted (intersection) + predicted (union)"
"TASOR2","predicted (intersection) + predicted (union)"
"TASP1","predicted (union)"
"TAT","predicted (intersection) + predicted (union)"
"TATDN3","predicted (union)"
"TBC1D1","predicted (union)"
"TBC1D12","predicted (intersection) + predicted (union)"
"TBC1D13","predicted (union)"
"TBC1D15","predicted (intersection) + predicted (union)"
"TBC1D19","predicted (union)"
"TBC1D20","predicted (union)"
"TBC1D23","predicted (union)"
"TBC1D30","predicted (intersection) + predicted (union)"
"TBC1D32","predicted (intersection) + predicted (union)"
"TBC1D9","predicted (union)"
"TBCEL","predicted (intersection) + predicted (union)"
"TBL1XR1","predicted (union)"
"TBL2","predicted (intersection) + predicted (union)"
"TBPL1","predicted (union)"
"TBRG1","predicted (union)"
"TBRG4","predicted (union)"
"TBX18","predicted (intersection) + predicted (union)"
"TBX20","predicted (union)"
"TBX5","predicted (intersection) + predicted (union)"
"TBXT","predicted (union)"
"TC2N","predicted (union)"
"TCAF1","predicted (intersection) + predicted (union)"
"TCAIM","predicted (union)"
"TCEAL1","predicted (intersection) + predicted (union)"
"TCEAL4","predicted (union)"
"TCEAL6","predicted (union)"
"TCEAL9","predicted (intersection) + predicted (union)"
"TCEANC","predicted (union)"
"TCEANC2","predicted (union)"
"TCERG1","predicted (union)"
"TCF19","predicted (union)"
"TCF21","predicted (union)"
"TCF24","predicted (union)"
"TCF4","predicted (intersection) + predicted (union)"
"TCIM","predicted (intersection) + predicted (union)"
"TCOF1","predicted (union)"
"TCP10","predicted (union)"
"TDO2","predicted (union)"
"TDRD6","predicted (union)"
"TDRP","predicted (intersection) + predicted (union)"
"TEAD2","predicted (union)"
"TECRL","predicted (intersection) + predicted (union)"
"TEF","predicted (union)"
"TEKT1","predicted (union)"
"TENM3","predicted (union)"
"TENM4","predicted (union)"
"TENT2","predicted (union)"
"TENT5C","predicted (union)"
"TENT5D","predicted (union)"
"TERF1","predicted (intersection) + predicted (union)"
"TERF2","predicted (union)"
"TES","predicted (union)"
"TESPA1","predicted (intersection) + predicted (union)"
"TET3","predicted (intersection) + predicted (union)"
"TEX2","predicted (union)"
"TEX22","predicted (union)"
"TEX26","predicted (union)"
"TFAM","predicted (intersection) + predicted (union)"
"TFAP2B","predicted (union)"
"TFB1M","predicted (intersection) + predicted (union)"
"TFCP2","predicted (union)"
"TFCP2L1","predicted (intersection) + predicted (union)"
"TFDP1","predicted (union)"
"TFDP2","predicted (union)"
"TFEC","predicted (intersection) + predicted (union)"
"TFG","predicted (union)"
"TFPI","predicted (union)"
"TFPI2","predicted (union)"
"TFRC","predicted (union)"
"TGDS","predicted (union)"
"TGFB2","predicted (union)"
"TGFBR1","predicted (union)"
"TGFBR2","predicted (union)"
"TGFBR3","predicted (union)"
"TGIF1","predicted (union)"
"TGIF2","predicted (intersection) + predicted (union)"
"TGIF2LX","predicted (union)"
"TGIF2LY","predicted (union)"
"TGOLN2","predicted (union)"
"TGS1","predicted (union)"
"THAP1","predicted (intersection) + predicted (union)"
"THAP2","predicted (union)"
"THAP5","experimental (all) + predicted (intersection) + predicted (union)"
"THAP6","predicted (intersection) + predicted (union)"
"THAP8","predicted (intersection) + predicted (union)"
"THBS1","predicted (intersection) + predicted (union)"
"THBS2","predicted (union)"
"THBS4","predicted (union)"
"THEM4","predicted (intersection) + predicted (union)"
"THOC5","predicted (union)"
"THRA","predicted (union)"
"THRAP3","predicted (union)"
"THRB","predicted (intersection) + predicted (union)"
"THSD4","predicted (union)"
"THSD7A","predicted (intersection) + predicted (union)"
"THUMPD1","predicted (intersection) + predicted (union)"
"THUMPD3","predicted (union)"
"TIAL1","predicted (intersection) + predicted (union)"
"TIAM2","predicted (intersection) + predicted (union)"
"TICRR","predicted (union)"
"TIFA","predicted (union)"
"TIFAB","predicted (intersection) + predicted (union)"
"TIGAR","predicted (intersection) + predicted (union)"
"TIGD2","predicted (union)"
"TIGD5","predicted (union)"
"TIGD6","predicted (union)"
"TIGD7","predicted (union)"
"TIGIT","predicted (union)"
"TIMD4","predicted (union)"
"TIMELESS","predicted (intersection) + predicted (union)"
"TIMM10","predicted (union)"
"TIMM10B","predicted (union)"
"TIMM17A","predicted (union)"
"TIMM8A","predicted (union)"
"TIMM9","predicted (union)"
"TIMP4","predicted (union)"
"TIRAP","predicted (union)"
"TK2","predicted (union)"
"TKFC","predicted (union)"
"TLCD4","predicted (union)"
"TLCD4-RWDD3","predicted (union)"
"TLCD5","predicted (intersection) + predicted (union)"
"TLE3","predicted (union)"
"TLK1","predicted (union)"
"TLL2","predicted (intersection) + predicted (union)"
"TLN2","predicted (union)"
"TLNRD1","predicted (union)"
"TLR2","predicted (union)"
"TLR3","predicted (intersection) + predicted (union)"
"TLR6","predicted (union)"
"TLR7","predicted (union)"
"TLR8","predicted (union)"
"TM2D2","predicted (intersection) + predicted (union)"
"TM2D3","predicted (intersection) + predicted (union)"
"TM4SF20","predicted (union)"
"TM4SF5","predicted (union)"
"TM6SF1","predicted (union)"
"TM9SF2","predicted (union)"
"TM9SF3","predicted (intersection) + predicted (union)"
"TMBIM4","predicted (union)"
"TMBIM6","predicted (union)"
"TMC2","predicted (union)"
"TMC6","predicted (union)"
"TMC7","predicted (intersection) + predicted (union)"
"TMCC1","predicted (union)"
"TMCC3","predicted (union)"
"TMCO1","predicted (intersection) + predicted (union)"
"TMED10","predicted (union)"
"TMED4","predicted (union)"
"TMED5","predicted (intersection) + predicted (union)"
"TMED7","predicted (union)"
"TMED8","predicted (union)"
"TMEFF1","predicted (union)"
"TMEFF2","predicted (intersection) + predicted (union)"
"TMEM100","predicted (union)"
"TMEM106B","predicted (intersection) + predicted (union)"
"TMEM106C","predicted (union)"
"TMEM107","predicted (intersection) + predicted (union)"
"TMEM11","predicted (union)"
"TMEM125","predicted (union)"
"TMEM126B","predicted (intersection) + predicted (union)"
"TMEM127","predicted (intersection) + predicted (union)"
"TMEM132B","predicted (intersection) + predicted (union)"
"TMEM134","predicted (union)"
"TMEM135","predicted (union)"
"TMEM141","predicted (intersection) + predicted (union)"
"TMEM144","predicted (union)"
"TMEM154","predicted (union)"
"TMEM156","predicted (union)"
"TMEM158","predicted (union)"
"TMEM161B","predicted (union)"
"TMEM165","predicted (union)"
"TMEM167A","predicted (intersection) + predicted (union)"
"TMEM167B","predicted (union)"
"TMEM168","predicted (intersection) + predicted (union)"
"TMEM170A","predicted (union)"
"TMEM170B","predicted (intersection) + predicted (union)"
"TMEM173","predicted (union)"
"TMEM178A","predicted (union)"
"TMEM178B","predicted (intersection) + predicted (union)"
"TMEM181","predicted (union)"
"TMEM182","predicted (union)"
"TMEM184A","predicted (intersection) + predicted (union)"
"TMEM184C","predicted (union)"
"TMEM185B","predicted (intersection) + predicted (union)"
"TMEM186","predicted (intersection) + predicted (union)"
"TMEM189","predicted (intersection) + predicted (union)"
"TMEM189-UBE2V1","predicted (union)"
"TMEM192","predicted (union)"
"TMEM196","predicted (union)"
"TMEM200A","predicted (intersection) + predicted (union)"
"TMEM200C","predicted (intersection) + predicted (union)"
"TMEM209","predicted (union)"
"TMEM213","predicted (union)"
"TMEM215","predicted (intersection) + predicted (union)"
"TMEM220","predicted (intersection) + predicted (union)"
"TMEM223","predicted (union)"
"TMEM229A","predicted (union)"
"TMEM230","predicted (union)"
"TMEM231","predicted (union)"
"TMEM232","predicted (union)"
"TMEM236","predicted (union)"
"TMEM237","predicted (intersection) + predicted (union)"
"TMEM239","predicted (intersection) + predicted (union)"
"TMEM241","predicted (union)"
"TMEM245","predicted (union)"
"TMEM246","predicted (union)"
"TMEM250","predicted (intersection) + predicted (union)"
"TMEM251","predicted (intersection) + predicted (union)"
"TMEM254","predicted (union)"
"TMEM255A","predicted (union)"
"TMEM26","predicted (union)"
"TMEM260","predicted (intersection) + predicted (union)"
"TMEM30B","predicted (union)"
"TMEM33","predicted (intersection) + predicted (union)"
"TMEM37","predicted (union)"
"TMEM39A","predicted (union)"
"TMEM40","predicted (intersection) + predicted (union)"
"TMEM41B","predicted (union)"
"TMEM43","predicted (union)"
"TMEM44","predicted (union)"
"TMEM52B","predicted (union)"
"TMEM63A","predicted (union)"
"TMEM64","predicted (union)"
"TMEM65","predicted (union)"
"TMEM68","predicted (intersection) + predicted (union)"
"TMEM74","predicted (intersection) + predicted (union)"
"TMEM87A","predicted (intersection) + predicted (union)"
"TMEM8A","predicted (union)"
"TMEM92","predicted (union)"
"TMEM95","predicted (union)"
"TMEM98","predicted (union)"
"TMF1","predicted (union)"
"TMIGD1","predicted (intersection) + predicted (union)"
"TMLHE","predicted (union)"
"TMOD1","predicted (union)"
"TMOD2","predicted (intersection) + predicted (union)"
"TMOD3","predicted (union)"
"TMPO","predicted (intersection) + predicted (union)"
"TMPPE","predicted (intersection) + predicted (union)"
"TMPRSS11A","predicted (union)"
"TMPRSS11F","predicted (intersection) + predicted (union)"
"TMPRSS2","predicted (union)"
"TMSB4X","predicted (intersection) + predicted (union)"
"TMTC1","predicted (union)"
"TMTC3","predicted (intersection) + predicted (union)"
"TMX1","predicted (union)"
"TMX2","predicted (intersection) + predicted (union)"
"TMX3","predicted (union)"
"TNFAIP8","predicted (union)"
"TNFAIP8L3","predicted (union)"
"TNFRSF10A","predicted (union)"
"TNFRSF10B","predicted (intersection) + predicted (union)"
"TNFRSF10C","predicted (union)"
"TNFRSF10D","predicted (union)"
"TNFRSF11A","predicted (union)"
"TNFRSF11B","predicted (union)"
"TNFRSF12A","predicted (union)"
"TNFRSF13C","predicted (union)"
"TNFRSF19","predicted (intersection) + predicted (union)"
"TNFRSF21","predicted (union)"
"TNFSF10","predicted (union)"
"TNFSF14","predicted (union)"
"TNFSF15","predicted (union)"
"TNFSF8","predicted (union)"
"TNIK","predicted (intersection) + predicted (union)"
"TNIP3","predicted (union)"
"TNKS","predicted (union)"
"TNKS2","predicted (union)"
"TNN","predicted (union)"
"TNPO1","predicted (union)"
"TNR","predicted (union)"
"TNRC6A","predicted (union)"
"TNRC6B","predicted (intersection) + predicted (union)"
"TNS2","predicted (union)"
"TOB1","predicted (union)"
"TOGARAM2","predicted (union)"
"TOLLIP","predicted (union)"
"TOMM6","predicted (union)"
"TOMM70","predicted (intersection) + predicted (union)"
"TOP1","predicted (union)"
"TOPBP1","predicted (union)"
"TOR1AIP1","predicted (intersection) + predicted (union)"
"TOR1AIP2","predicted (intersection) + predicted (union)"
"TOR1B","predicted (intersection) + predicted (union)"
"TOR2A","predicted (union)"
"TOR3A","predicted (union)"
"TOX3","predicted (intersection) + predicted (union)"
"TP53BP2","predicted (union)"
"TP53I11","predicted (intersection) + predicted (union)"
"TP53INP1","predicted (intersection) + predicted (union)"
"TP63","predicted (intersection) + predicted (union)"
"TP73","predicted (intersection) + predicted (union)"
"TPCN2","predicted (intersection) + predicted (union)"
"TPD52","predicted (union)"
"TPD52L1","predicted (union)"
"TPD52L3","predicted (union)"
"TPGS1","predicted (intersection) + predicted (union)"
"TPGS2","predicted (union)"
"TPH1","predicted (union)"
"TPK1","predicted (intersection) + predicted (union)"
"TPM3","predicted (union)"
"TPP1","predicted (intersection) + predicted (union)"
"TPP2","predicted (union)"
"TPR","predicted (intersection) + predicted (union)"
"TPX2","predicted (union)"
"TRA2B","predicted (union)"
"TRABD2B","predicted (union)"
"TRAF1","predicted (union)"
"TRAF3","predicted (intersection) + predicted (union)"
"TRAF3IP1","predicted (intersection) + predicted (union)"
"TRAF3IP2","predicted (intersection) + predicted (union)"
"TRAF5","predicted (union)"
"TRAF6","predicted (union)"
"TRAFD1","predicted (union)"
"TRAK1","predicted (union)"
"TRAM1","predicted (union)"
"TRAM2","predicted (union)"
"TRAPPC10","predicted (union)"
"TRAPPC13","predicted (union)"
"TRAPPC4","predicted (union)"
"TRAPPC6B","predicted (union)"
"TRAT1","predicted (intersection) + predicted (union)"
"TRDMT1","predicted (union)"
"TRDN","predicted (union)"
"TREM1","predicted (union)"
"TREML1","predicted (union)"
"TREML2","predicted (intersection) + predicted (union)"
"TRH","predicted (union)"
"TRHDE","predicted (union)"
"TRIAP1","predicted (union)"
"TRIB1","predicted (union)"
"TRIM13","predicted (intersection) + predicted (union)"
"TRIM2","predicted (intersection) + predicted (union)"
"TRIM22","predicted (union)"
"TRIM23","predicted (union)"
"TRIM24","predicted (intersection) + predicted (union)"
"TRIM26","predicted (union)"
"TRIM32","predicted (union)"
"TRIM33","predicted (union)"
"TRIM34","predicted (union)"
"TRIM36","predicted (union)"
"TRIM37","predicted (intersection) + predicted (union)"
"TRIM38","predicted (union)"
"TRIM4","predicted (intersection) + predicted (union)"
"TRIM44","predicted (intersection) + predicted (union)"
"TRIM45","predicted (intersection) + predicted (union)"
"TRIM56","predicted (union)"
"TRIM59","predicted (union)"
"TRIM6-TRIM34","predicted (union)"
